YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2015-2016,Ian Clark,GSW,25,66,59,7,8.8,58.4,41.6,50,13.6,38.1,12.7,11.9,16.9,36.4,49.2,50.8,93.3,6.7,64,36
2015-2016,Ian Mahinmi,IND,29,71,41,30,25.6,100,0,80,4.2,0,5.9,20,17,75.8,75.8,24.2,0,0,75.8,24.2
2015-2016,Iman Shumpert,CLE,26,54,39,15,24.4,52.1,47.9,45.7,19.3,41.5,16.1,12.9,17,26.4,50.7,49.3,97.7,2.3,68.4,31.6
2015-2016,Isaiah Canaan,PHI,25,77,10,67,25.5,32.8,67.2,19.9,4.7,62.4,14.7,17.7,18.8,15.1,41.7,58.3,75,25,64.2,35.8
2015-2016,Isaiah Thomas,BOS,27,82,48,34,32.2,66.4,33.6,46.5,8.3,27.5,23.1,26,16.6,38.2,33.7,66.3,64.7,35.3,42.5,57.5
2015-2016,Ish Smith,PHI,27,77,16,61,29.1,82.4,17.6,70.2,19.1,17.3,16.7,12.6,14.9,51,18.8,81.2,58.9,41.1,24.4,75.6
2015-2016,J.J. Barea,DAL,32,74,38,36,22.5,63.4,36.6,53.7,13.9,37.1,9.9,9.2,17.7,39.9,18.9,81.1,58,42,31.2,68.8
2015-2016,JJ Hickson,WAS,27,35,17,18,12.5,99.4,0.6,77.7,4.9,0,13.6,22.3,11.7,72.8,71.3,28.8,0,0,71.3,28.8
2015-2016,JJ O'Brien,UTA,24,2,2,0,3.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,JJ Redick,LAC,32,75,50,25,28,52.2,47.8,36.2,25.3,48.9,11.3,14.8,15,10.9,83.3,16.7,94.5,5.5,88.6,11.4
2015-2016,JR Smith,CLE,30,77,53,24,30.7,40,60,31.2,13.6,64.1,7.3,4.7,13.6,17.6,43,57,93.1,6.9,72,28
2015-2016,JaKarr Sampson,DEN,23,73,18,55,15.9,80.1,19.9,67.4,4.3,11.2,16.3,21.4,18.2,63.1,56.3,43.7,85.7,14.3,59.3,40.7
2015-2016,JaMychal Green,MEM,26,78,39,39,18.5,90.9,9.1,74.4,19.7,7.8,12.3,17.8,19.6,54.7,66.5,33.5,100,0,68.7,31.3
2015-2016,JaVale McGee,DAL,28,34,15,19,10.9,99.3,0.7,89.5,8.1,0,5.2,10.5,14,81.4,70.1,29.9,0,0,70.1,29.9
2015-2016,Jabari Parker,MIL,21,76,32,44,31.7,96.1,3.9,81.1,19.1,2.5,18,16.4,20.4,62.1,71.9,28.1,77.8,22.2,72,28
2015-2016,Jae Crowder,BOS,25,73,43,30,31.6,55.4,44.6,45.9,13.1,35.3,18.5,18.9,22.8,32.8,76.1,23.9,95.1,4.9,82.5,17.5
2015-2016,Jahlil Okafor,PHI,20,53,6,47,30,99.2,0.8,85.3,14,0.3,5.3,14.3,15.2,71.3,41.2,58.8,100,0,41.3,58.7
2015-2016,Jamal Crawford,LAC,36,79,51,28,26.9,63.4,36.6,46.8,23,31.3,11.3,21.9,16.9,23.8,26,74,73.5,26.5,40.6,59.4
2015-2016,Jameer Nelson,DEN,34,39,12,27,26.6,53.1,46.9,46.8,21.4,43.1,9.7,10,12.4,25.4,20,80,51.2,48.8,31.9,68.1
2015-2016,James Anderson,SAC,27,51,19,32,14.1,51.7,48.3,49.2,5.6,38.5,17.9,12.3,20.7,43.6,52.3,47.7,87,13,64.2,35.8
2015-2016,James Ennis III,NOP,25,22,11,11,14.9,48.7,51.3,35.2,2.5,49.1,22.6,15.7,19.5,32.7,71.4,28.6,88.5,11.5,79.6,20.4
2015-2016,James Harden,HOU,26,82,41,41,38.1,59.4,40.6,39.9,10.8,29.8,19.4,30.3,16.6,29.1,18.1,81.9,52.1,47.9,29.4,70.6
2015-2016,James Johnson,TOR,29,57,35,22,16.2,72.5,27.5,65.5,4.9,20.9,11.5,13.6,16,60.6,34,66,100,0,45.6,54.4
2015-2016,James Jones,CLE,35,48,33,15,9.7,26.8,73.2,19.1,12.4,69.1,1.7,11.8,12.9,6.7,70.6,29.4,92.7,7.3,86.2,13.8
2015-2016,James Michael McAdoo,GSW,23,41,37,4,6.4,97.6,2.4,75.2,5.1,2.6,25.6,22.2,17.1,70.1,77.3,22.7,100,0,77.8,22.2
2015-2016,James Young,BOS,20,29,12,17,6.9,27.8,72.2,34.5,6.9,62.1,13.8,3.4,24.1,27.6,60,40,100,0,81.8,18.2
2015-2016,Jared Cunningham,CLE,25,44,31,13,9.3,62.9,37.1,40,3.3,30,25,30,22.5,36.7,66.7,33.3,100,0,77.8,22.2
2015-2016,Jared Dudley,WAS,30,81,40,41,25.9,51.1,48.9,41.7,25.1,47,12.4,11.3,17.4,16.6,87.2,12.8,100,0,92.7,7.3
2015-2016,Jared Sullinger,BOS,24,81,47,34,23.6,87.2,12.8,77.2,28.1,10.4,2.6,12.4,10.9,49.2,60.9,39.1,100,0,64.1,35.9
2015-2016,Jarell Eddie,WAS,24,26,13,13,5.6,27.7,72.3,15.9,12.7,71.4,9.5,12.7,14.3,3.2,80,20,93.3,6.7,90,10
2015-2016,Jarell Martin,MEM,22,27,10,17,14.1,98.3,1.7,70.6,20.9,0,8.5,29.4,11.8,49.7,57.4,42.6,0,0,57.4,42.6
2015-2016,Jarnell Stokes,MEM,22,7,1,6,2.7,100,0,85.7,0,0,42.9,14.3,0,85.7,66.7,33.3,0,0,66.7,33.3
2015-2016,Jarrett Jack,BKN,32,32,10,22,32.1,71.5,28.5,53,26.3,22.6,10,24.3,12.9,26.8,17.4,82.6,54.8,45.2,25.7,74.3
2015-2016,Jason Smith,ORL,30,76,33,43,15.5,96.8,3.2,87.9,66.3,2.2,3.7,9.9,12.3,21.6,88.8,11.3,100,0,88.9,11.1
2015-2016,Jason Terry,HOU,38,72,37,35,17.5,30.6,69.4,27.5,8.1,66.1,14.7,6.4,14.2,19.4,39.7,60.3,90.3,9.7,70.9,29.1
2015-2016,Jason Thompson,TOR,29,47,38,9,10,86.1,13.9,63.9,9.5,10.2,6.1,25.9,13.6,54.4,66,34,100,0,69.2,30.8
2015-2016,Jeff Ayres,LAC,29,17,11,6,6.3,95.7,4.3,80,33.3,0,6.7,20,13.3,46.7,75,25,0,0,75,25
2015-2016,Jeff Green,LAC,29,80,48,32,28.2,74.2,25.8,61.1,13.8,21.4,15.3,17.5,16.8,47.3,40.1,59.9,89.6,10.4,49.4,50.6
2015-2016,Jeff Teague,ATL,28,79,47,32,28.5,72.3,27.7,52.3,7.9,26.6,16.5,21.1,16.7,44.4,16.7,83.3,63.6,36.4,28.6,71.4
2015-2016,Jeff Withey,UTA,26,51,25,26,12.9,98.8,1.2,80.2,8.3,0,4.6,19.8,11.5,71.9,80.5,19.5,0,0,80.5,19.5
2015-2016,Jerami Grant,PHI,22,77,9,68,26.8,75.6,24.4,57.7,2.7,14,16.3,28.3,18.3,55,68.5,31.5,100,0,72.9,27.1
2015-2016,Jeremy Evans,DAL,28,30,16,14,8.4,66.7,33.3,62,5.6,16.9,5.6,21.1,15.5,56.3,86.4,13.6,100,0,88.5,11.5
2015-2016,Jeremy Lamb,CHA,24,66,40,26,18.6,64.5,35.5,60,18.6,29,12.2,11,23.6,41.4,46.6,53.4,78.6,21.4,54.3,45.7
2015-2016,Jeremy Lin,CHA,27,78,47,31,26.3,69,31,49,12.5,24.9,13.1,26,13.2,36.5,34.8,65.2,81.6,18.4,46.7,53.3
2015-2016,Jerian Grant,NYK,23,76,29,47,16.6,74.4,25.6,62,16.4,15.5,15.7,22.5,14.1,45.5,33.3,66.7,72.7,27.3,39,61
2015-2016,Jerryd Bayless,MIL,27,52,21,31,28.9,47.1,52.9,31.1,12.6,56,13.9,12.9,16.3,18.5,39.3,60.7,90.1,9.9,67,33
2015-2016,Jimmer Fredette,SAS,27,6,1,5,2.9,60,40,22.2,0,33.3,22.2,44.4,66.7,22.2,100,0,100,0,100,0
2015-2016,Jimmy Butler,CHI,26,67,37,30,36.9,80.2,19.8,58,19.7,13.7,12.4,28.2,15.8,38.3,44.1,55.9,71.9,28.1,47.9,52.1
2015-2016,Joakim Noah,CHI,31,29,15,14,21.9,99.2,0.8,82.3,4.8,0,6.5,17.7,17.7,77.4,58.8,41.2,0,0,58.8,41.2
2015-2016,Jodie Meeks,DET,28,3,3,0,14.5,55,45,27.3,9.1,54.5,13.6,18.2,22.7,18.2,100,0,50,50,71.4,28.6
2015-2016,Joe Harris,CLE,24,5,5,0,3,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
2015-2016,Joe Ingles,UTA,28,81,40,41,15.3,27.8,72.2,25.1,8.2,71.1,9.4,3.8,16.1,17,34.9,65.1,90.1,9.9,71,29
2015-2016,Joe Johnson,MIA,35,81,31,50,33.4,63.6,36.4,51.8,18.8,36.3,6.8,11.9,14.3,33.1,20.6,79.4,89.2,10.8,42.4,57.6
2015-2016,Joe Young,IND,24,41,19,22,9.4,72.8,27.2,67.5,32.5,19.5,16.2,13,19.5,35.1,17.3,82.7,70,30,25.8,74.2
2015-2016,Joel Anthony,DET,33,19,12,7,5,100,0,66.7,22.2,0,5.6,33.3,11.1,44.4,66.7,33.3,0,0,66.7,33.3
2015-2016,Joffrey Lauvergne,DEN,24,59,24,35,17.6,86.1,13.9,78.3,15.9,8.4,6.9,13.3,9,62.4,71.4,28.6,92.3,7.7,72.8,27.2
2015-2016,John Henson,MIL,25,57,22,35,16.8,99.7,0.3,82.6,4,0,5,17.4,16.4,78.6,75.6,24.4,0,0,75.6,24.4
2015-2016,John Jenkins,PHX,25,43,18,25,11.2,68.1,31.9,61.8,32.6,27,11.8,11.2,9.6,29.2,60,40,87.5,12.5,66.2,33.8
2015-2016,John Wall,WAS,25,77,37,40,36.2,75.7,24.3,59.7,24.7,22.5,24.6,17.8,19.7,35,18.8,81.2,67.8,32.2,28.7,71.3
2015-2016,Johnny O'Bryant III,MIL,23,66,27,39,13,99.5,0.5,85,38,1.5,9,13.5,20,47,72.9,27.1,100,0,73.3,26.7
2015-2016,Jon Leuer,PHX,27,67,22,45,18.7,76.4,23.6,64.2,15.5,22.2,10.4,13.6,15.2,48.7,60.4,39.6,100,0,67.9,32.1
2015-2016,Jonas Jerebko,BOS,29,78,47,31,15.1,62.2,37.8,44.1,7.1,37.9,8.2,17.9,17.1,37.1,69.3,30.7,100,0,80.5,19.5
2015-2016,Jonas Valanciunas,TOR,24,60,40,20,25.9,100,0,78.9,10.4,0,2,21.1,12.9,68.5,61.1,38.9,0,0,61.1,38.9
2015-2016,Jonathon Simmons,SAS,26,55,47,8,14.8,80.6,19.4,62.8,6.6,16.3,22.7,20.8,16.6,56.2,55.8,44.2,100,0,62.3,37.7
2015-2016,Jordan Adams,MEM,21,2,0,2,7.3,83.3,16.7,57.1,28.6,0,14.3,42.9,57.1,28.6,50,50,0,0,50,50
2015-2016,Jordan Clarkson,LAL,24,79,17,62,32.3,70.9,29.1,59.4,17.1,27.2,13.4,13.4,13.4,42.3,30.5,69.5,75.7,24.3,41.1,58.9
2015-2016,Jordan Farmar,MEM,29,12,2,10,24.3,55,45,47.3,23.6,43.6,20,9.1,23.6,23.6,19.2,80.8,43.8,56.3,28.6,71.4
2015-2016,Jordan Hamilton,NOP,25,11,4,7,27.6,61.2,38.8,57.6,14.4,31.2,17.6,11.2,8.8,43.2,38.9,61.1,76.9,23.1,49,51
2015-2016,Jordan Hill,IND,28,73,40,33,20.7,99.8,0.2,86.2,22.9,0,1.6,13.8,11.8,63.3,56.1,43.9,0,0,56.1,43.9
2015-2016,Jordan McRae,CLE,25,22,10,12,8.9,71.8,28.2,48.5,18.2,30.3,17.2,21.2,8.1,30.3,20.8,79.2,50,50,29.4,70.6
2015-2016,Jordan Mickey,BOS,21,16,9,7,3.6,100,0,76.2,0,0,0,23.8,9.5,76.2,50,50,0,0,50,50
2015-2016,Jorge Gutierrez,CHA,27,12,9,3,5.3,81.8,18.2,54.5,18.2,0,0,45.5,13.6,36.4,16.7,83.3,0,0,16.7,83.3
2015-2016,Jose Calderon,NYK,34,72,29,43,28.1,55.4,44.6,46,31.6,46.3,7.4,7.7,16.2,14.3,30.4,69.6,86.9,13.1,53.1,46.9
2015-2016,Josh Huestis,OKC,24,5,2,3,11,50,50,14.3,0,85.7,0,0,0,14.3,100,0,100,0,100,0
2015-2016,Josh McRoberts,MIA,29,42,27,15,14.2,66.9,33.1,57.3,13.3,24,4,18.7,12,44,58.1,41.9,100,0,67.3,32.7
2015-2016,Josh Richardson,MIA,22,52,29,23,21.3,57.7,42.3,41.1,13.5,46.6,10.3,12.3,10.3,27.6,41.4,58.6,96.2,3.8,65,35
2015-2016,Josh Smith,HOU,30,55,31,24,16,59,41,51.8,6,37,11.7,11.1,16,45.8,60.5,39.5,95.1,4.9,71.7,28.3
2015-2016,Jrue Holiday,NOP,26,65,27,38,28.2,72.3,27.7,59.3,15.6,24,10.4,16.7,12.6,43.7,20.7,79.3,51.7,48.3,27.3,72.7
2015-2016,Julius Randle,LAL,21,81,17,64,28.2,95.7,4.3,75.7,8.5,3.3,16.2,21,18.7,67.2,45.1,54.9,70,30,45.8,54.2
2015-2016,Justin Anderson,DAL,22,55,28,27,11.8,52.6,47.4,47.1,9.6,31.7,25,21.2,27.4,37.5,44.9,55.1,90.9,9.1,59.2,40.8
2015-2016,Justin Harper,BKN,26,5,4,1,7,10,90,0,0,92.3,0,7.7,0,0,0,0,100,0,100,0
2015-2016,Justin Holiday,CHI,27,53,28,25,14.6,53.9,46.1,43.5,15.1,45.2,16.7,11.3,14.2,28.5,69.2,30.8,97.2,2.8,80.7,19.3
2015-2016,Justise Winslow,MIA,20,78,46,32,28.6,74.9,25.1,64.9,11.2,19.1,23.1,15.9,16.7,53.8,58.3,41.7,96.9,3.1,64.6,35.4
2015-2016,Jusuf Nurkic,DEN,21,32,14,18,17.1,98.8,1.2,76.8,7.6,0,3.4,23.2,13.7,69.2,74.3,25.7,0,0,74.3,25.7
2015-2016,KJ McDaniels,HOU,23,37,17,20,6.4,65.3,34.7,49.4,4.5,23.6,30.3,27,22.5,44.9,54.5,45.5,85.7,14.3,62.1,37.9
2015-2016,Karl-Anthony Towns,MIN,20,82,29,53,32,92.4,7.6,79.2,25.9,6,5.8,14.8,15.4,53.2,66.7,33.3,90,10,67.8,32.2
2015-2016,Kawhi Leonard,SAS,25,72,60,12,33,73.3,26.7,55.4,21.9,25.4,12.4,19.2,16.2,33.5,45,55,86,14,54.6,45.4
2015-2016,Keith Appling,ORL,24,5,0,5,5.4,62.5,37.5,66.7,0,0,33.3,33.3,33.3,66.7,0,100,0,0,0,100
2015-2016,Kelly Olynyk,BOS,25,69,40,29,20.2,62.2,37.8,48.9,5.8,37.1,12.5,14,16.6,43.1,61.9,38.1,96.5,3.5,73.5,26.5
2015-2016,Kelly Oubre Jr.,WAS,20,63,31,32,10.7,62.6,37.4,55.1,3.4,31.8,16.5,13.1,16.1,51.7,52.3,47.7,100,0,65.6,34.4
2015-2016,Kemba Walker,CHA,26,81,47,34,35.6,63.2,36.8,45.7,14.7,32.3,15.2,22,16.5,31,18.9,81.1,60.4,39.6,32.2,67.8
2015-2016,Kendall Marshall,PHI,24,30,3,27,13.3,58.5,41.5,48.6,18,43.2,2.7,8.1,8.1,30.6,29.6,70.4,87.5,12.5,51.2,48.8
2015-2016,Kendrick Perkins,NOP,31,37,13,24,14.6,100,0,87.9,8.8,0,2.2,12.1,5.5,79.1,85,15,0,0,85,15
2015-2016,Kenneth Faried,DEN,26,67,26,41,25.3,99.7,0.3,83.4,4.8,0.4,15.6,16.3,14.9,78.6,68.4,31.6,100,0,68.5,31.5
2015-2016,Kent Bazemore,ATL,26,75,44,31,27.8,57.9,42.1,48.4,6.2,37.5,22.8,14.1,19.6,42.2,53.6,46.4,92.7,7.3,66.9,33.1
2015-2016,Kentavious Caldwell-Pope,DET,23,76,41,35,36.7,61.6,38.4,52.3,17.9,31,22.3,16.7,20.5,34.4,48.1,51.9,84.2,15.8,58.3,41.7
2015-2016,Kevin Durant,OKC,27,72,52,20,35.8,65.2,34.8,50.5,19.3,27.5,16.5,22,10.5,31.1,51.8,48.2,64,36,55,45
2015-2016,Kevin Garnett,MIN,40,38,14,24,14.6,99.1,0.9,88.5,52.5,0,6.6,11.5,9.8,36.1,94.4,5.6,0,0,94.4,5.6
2015-2016,Kevin Love,CLE,27,77,53,24,31.5,55.1,44.9,40.7,12.5,38.4,5.9,20.9,13.8,28.2,60.2,39.8,98.7,1.3,75.1,24.9
2015-2016,Kevin Martin,SAS,33,55,24,31,19.9,67.5,32.5,41.6,17.5,28.6,17.7,29.8,13.8,24.1,54.2,45.8,93.9,6.1,66.7,33.3
2015-2016,Kevin Seraphin,NYK,26,48,15,33,11,99,1,89.8,35.3,0,5.9,10.2,12.8,54.5,60.7,39.3,0,0,60.7,39.3
2015-2016,Kevon Looney,GSW,20,5,4,1,4.1,71.4,28.6,66.7,22.2,33.3,0,0,0,44.4,33.3,66.7,100,0,50,50
2015-2016,Khris Middleton,MIL,24,79,33,46,36.1,68.4,31.6,50.8,26.4,29.9,13.9,19.3,18.5,24.4,41.5,58.5,89.5,10.5,55,45
2015-2016,Kirk Hinrich,ATL,35,46,26,20,13.7,51.9,48.1,36.5,13.1,52.6,23.4,10.9,21.2,23.4,44,56,70.8,29.2,57.1,42.9
2015-2016,Klay Thompson,GSW,26,80,71,9,33.3,53.1,46.9,42.3,14.3,46.8,18.3,10.9,13.8,28,72.5,27.5,92.4,7.6,81,19
2015-2016,Kobe Bryant,LAL,37,66,13,53,28.2,58,42,45.7,23.1,34.4,9.2,20,12.2,22.6,32.8,67.2,69.2,30.8,45,55
2015-2016,Kosta Koufos,SAC,27,78,32,46,19,100,0,89.2,3,0,6,10.8,12.3,86.2,74.6,25.4,0,0,74.6,25.4
2015-2016,Kostas Papanikolaou,DEN,25,26,8,18,11.3,51.5,48.5,41.8,9,44.8,11.9,13.4,20.9,32.8,57.1,42.9,90,10,70.8,29.2
2015-2016,Kris Humphries,ATL,31,53,29,24,15.7,63.4,36.6,50.7,18.7,29.7,13.7,19.5,19.2,32.1,78.2,21.8,94.1,5.9,82.6,17.4
2015-2016,Kristaps Porzingis,NYK,20,72,28,44,28.4,72.6,27.4,56.8,23.7,23.6,3.8,19.6,10.2,33.1,58.6,41.4,98.8,1.2,67.3,32.7
2015-2016,Kyle Anderson,SAS,22,78,64,14,16,87.5,12.5,72,30.9,10.3,11.1,17.7,18.6,41.1,48.4,51.6,100,0,52.9,47.1
2015-2016,Kyle Korver,ATL,35,80,46,34,30,35.7,64.3,29.8,22.5,64.1,13.8,6.1,15.8,7.3,86.4,13.6,97.5,2.5,92.9,7.1
2015-2016,Kyle Lowry,TOR,30,77,54,23,37,54.3,45.7,36.7,9.5,38.9,17.3,24.4,17.5,27.2,17,83,68.4,31.6,38.3,61.7
2015-2016,Kyle O'Quinn,NYK,26,65,26,39,11.8,91.9,8.1,80.3,33.7,4.9,4.9,14.9,13.3,46.6,63.7,36.3,60,40,63.6,36.4
2015-2016,Kyle Singler,OKC,28,68,43,25,14.4,56.1,43.9,48.5,7.8,39,16,12.6,14.7,40.7,73.2,26.8,100,0,82.6,17.4
2015-2016,Kyrie Irving,CLE,24,53,37,16,31.5,70.2,29.8,59.6,23.8,24.2,11.7,16.2,14.3,35.7,20.6,79.4,59.5,40.5,28.9,71.1
2015-2016,LaMarcus Aldridge,SAS,30,74,61,13,30.6,98.5,1.5,80.5,34.3,0,5.3,19.5,15.3,46.3,66,34,0,0,66,34
2015-2016,Lamar Patterson,ATL,24,35,23,12,11.3,38.8,61.3,38.1,4.8,42.9,25,19,26.2,33.3,75,25,91.7,8.3,82.1,17.9
2015-2016,Lance Stephenson,MEM,25,69,36,33,19.9,83.5,16.5,69.1,17.1,15.7,12.7,15.2,18.8,52,25.3,74.7,73.3,26.7,31.6,68.4
2015-2016,Lance Thomas,NYK,28,59,25,34,22.3,71.5,28.5,51.7,21.1,27.3,7.4,21.1,12.8,30.6,59.2,40.8,90.9,9.1,67.5,32.5
2015-2016,Langston Galloway,NYK,24,82,32,50,24.8,61.9,38.1,49.3,14.7,37,20.6,13.8,16.5,34.6,46.8,53.2,84.4,15.6,59.3,40.7
2015-2016,Larry Nance Jr.,LAL,23,63,14,49,20.1,96.7,3.3,90,22.9,0.9,17.5,9.2,19.2,67,73.9,26.1,100,0,74.1,25.9
2015-2016,Lavoy Allen,IND,27,79,43,36,20.2,100,0,89.3,20.6,0,3.7,10.7,18.7,68.7,69.1,30.9,0,0,69.1,30.9
2015-2016,LeBron James,CLE,31,76,56,20,35.6,80.1,19.9,67.7,12.3,13.6,21.3,18.7,21.2,55.4,37.8,62.2,59.8,40.2,40.4,59.6
2015-2016,Leandro Barbosa,GSW,33,68,60,8,15.9,70.3,29.7,61,15.7,27,29.3,12,21.5,45.3,68.2,31.8,97.4,2.6,74.9,25.1
2015-2016,Lorenzo Brown,DET,25,8,1,7,7.6,68,32,70,30,15,15,15,35,40,28.6,71.4,100,0,37.5,62.5
2015-2016,Lou Amundson,NYK,33,29,11,18,7,100,0,73.1,3.8,0,9.6,26.9,9.6,69.2,63.2,36.8,0,0,63.2,36.8
2015-2016,Lou Williams,LAL,29,67,14,53,28.5,53.8,46.2,33.7,14,32.1,15,34.2,13.3,19.6,29.5,70.5,65.5,34.5,43.5,56.5
2015-2016,Luc Mbah a Moute,LAC,29,75,49,26,17,80.7,19.3,70.1,8.7,16.9,22.5,13,15.6,61.5,90.1,9.9,100,0,91.5,8.5
2015-2016,Lucas Nogueira,TOR,23,29,17,12,7.7,93.2,6.8,83.1,0,4.6,12.3,12.3,16.9,83.1,96.3,3.7,100,0,96.4,3.6
2015-2016,Luis Montero,POR,23,12,6,6,3.5,52.6,47.4,57.1,28.6,21.4,7.1,21.4,28.6,28.6,25,75,0,100,20,80
2015-2016,Luis Scola,TOR,36,76,50,26,21.5,73.1,26.9,61.4,11.7,29.4,11.3,9.2,21.2,49.7,60.3,39.7,98.5,1.5,69.5,30.5
2015-2016,Luke Babbitt,NOP,27,47,16,31,18,62.3,37.7,47.7,9.8,40.4,6.1,11.9,11.3,37.9,53.8,46.2,95.5,4.5,68.9,31.1
2015-2016,Luol Deng,MIA,31,74,45,29,32.4,65.6,34.4,55.1,11.4,29,14.7,15.9,16.6,43.7,62.2,37.8,100,0,72,28
2015-2016,Manu Ginobili,SAS,38,58,47,11,19.6,58.9,41.1,45.8,11.9,37.8,9,16.4,16.2,33.9,54.3,45.7,91.4,8.6,67.5,32.5
2015-2016,Marc Gasol,MEM,31,52,30,22,34.4,99.6,0.4,75.7,33,0.7,2.7,23.6,13.5,42.7,69,31,100,0,69.2,30.8
2015-2016,Marcelo Huertas,LAL,33,53,8,45,16.4,73.5,26.5,68.4,20.3,20.3,8,11.4,11.8,48.1,28.4,71.6,81.3,18.8,37.1,62.9
2015-2016,Marcin Gortat,WAS,32,75,35,40,30.1,99.9,0.1,85.6,13.4,0,6.7,14.4,12.5,72.1,79.4,20.6,0,0,79.4,20.6
2015-2016,Marco Belinelli,SAC,30,68,27,41,24.6,53.2,46.8,44.3,31,39.2,15.1,16.5,18.2,13.2,80.5,19.5,91.2,8.8,84.5,15.5
2015-2016,Marcus Morris,DET,26,80,42,38,35.7,68.5,31.5,53.4,28.8,28.6,9,17.9,16.6,24.6,34.8,65.2,92.6,7.4,50,50
2015-2016,Marcus Smart,BOS,22,61,36,25,27.3,54.4,45.6,44.1,3.9,32.8,13.1,23.1,17.6,40.1,39,61,73.8,26.2,50.5,49.5
2015-2016,Marcus Thornton,WAS,29,61,32,29,18.2,50.2,49.8,42.4,12.2,46.3,13.9,11.4,15.6,30.2,42.4,57.6,85.7,14.3,60.6,39.4
2015-2016,Mario Chalmers,MIA,30,61,38,23,22.5,66.4,33.6,43.3,8,22,16.4,34.7,19.7,35.4,21.3,78.7,73.9,26.1,34.6,65.4
2015-2016,Mario Hezonja,ORL,21,79,33,46,17.9,54.1,45.9,47.7,18.4,42.1,15.7,10.3,21.5,29.3,52.6,47.4,83.6,16.4,64.1,35.9
2015-2016,Markel Brown,BKN,24,62,12,50,15.8,62.4,37.6,49,17.1,31.4,19,19.6,17.6,32,52.8,47.2,84.2,15.8,62.2,37.8
2015-2016,Markieff Morris,WAS,26,64,22,42,25.5,78.4,21.6,67.5,27.7,18.4,5.4,14.1,12.8,39.7,60.5,39.5,97.9,2.1,66.2,33.8
2015-2016,Marreese Speights,GSW,28,72,64,8,11.6,86.4,13.6,67.6,35.2,14.1,7.4,18.4,11.3,32.4,80.3,19.7,95.8,4.2,82.2,17.8
2015-2016,Marvin Williams,CHA,30,81,47,34,28.9,49.4,50.6,39.2,10.1,48.1,4.6,12.7,13.2,29.1,59.1,40.9,99.3,0.7,77.2,22.8
2015-2016,Mason Plumlee,POR,26,82,44,38,25.4,99.2,0.8,71.3,3.2,0,12.7,28.7,19.4,68.1,68.9,31.1,0,0,68.9,31.1
2015-2016,Matt Barnes,MEM,36,76,38,38,28.8,46.6,53.4,38.3,4,47.1,21.4,14.6,17.3,34.3,63.4,36.6,94.1,5.9,77.3,22.7
2015-2016,Matt Bonner,SAS,36,30,25,5,6.9,40.4,59.6,36.8,18.4,59.2,2.6,3.9,15.8,18.4,71.4,28.6,100,0,86.2,13.8
2015-2016,Matthew Dellavedova,CLE,25,76,54,22,24.6,53.2,46.8,38.3,12,51.7,5.4,10,14.4,26.4,32.1,67.9,80.6,19.4,55.1,44.9
2015-2016,Maurice Harkless,POR,23,78,40,38,18.7,65.9,34.1,62.7,2,23.5,17.9,13.9,17.7,60.6,55.8,44.2,94.9,5.1,63.6,36.4
2015-2016,Metta World Peace,LAL,36,35,6,29,16.9,52.5,47.5,33,9.1,44.3,5.7,22.7,19.9,23.9,41.4,58.6,92.3,7.7,65.5,34.5
2015-2016,Meyers Leonard,POR,24,61,33,28,21.8,47.6,52.4,42.7,22.3,50.5,6.5,6.8,8.4,20.4,75.2,24.8,100,0,86.2,13.8
2015-2016,Michael Beasley,HOU,27,20,10,10,18.1,95.6,4.4,81.6,25.9,3.5,9.8,14.9,15.7,55.7,56.7,43.3,100,0,57.9,42.1
2015-2016,Michael Carter-Williams,MIL,24,54,21,33,30.5,90.1,9.9,75.8,16.7,7.2,14,17,15.9,59.1,36,64,73.3,26.7,38.2,61.8
2015-2016,Michael Kidd-Gilchrist,CHA,22,7,5,2,29.2,88.5,11.5,67.4,9,10.1,33.7,22.5,13.5,58.4,53.3,46.7,100,0,57.6,42.4
2015-2016,Mike Conley,MEM,28,56,33,23,31.4,69.1,30.9,50.4,14.5,27.3,11.4,22.3,17.9,35.9,27.3,72.7,78.2,21.8,40.8,59.2
2015-2016,Mike Dunleavy,CHI,35,31,13,18,22.7,47.3,52.7,34.2,5.4,52.7,15.8,13.1,12.6,28.8,76.3,23.7,100,0,88.3,11.7
2015-2016,Mike Miller,DEN,36,47,21,26,7.9,16.1,83.9,9.5,3.2,90.5,14.3,0,19,6.3,66.7,33.3,84.2,15.8,81.8,18.2
2015-2016,Mike Muscala,ATL,24,60,34,26,9.4,74.3,25.7,65.6,17.4,18.5,8.2,15.9,15.9,48.2,79.7,20.3,100,0,82.9,17.1
2015-2016,Mike Scott,ATL,27,75,46,29,15.3,58,42,49.1,7.3,40.1,17.2,10.8,15.1,41.8,85.1,14.9,96.8,3.2,89.2,10.8
