YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2015-2016,Miles Plumlee,MIL,27,61,23,38,14.3,100,0,89.2,7,0,7.6,10.8,16.6,82.2,75,25,0,0,75,25
2015-2016,Mirza Teletovic,PHX,30,79,23,56,21.3,40.8,59.2,31.3,9.1,56.3,9.8,12.4,13.2,22.2,53.6,46.4,95.6,4.4,76.5,23.5
2015-2016,Mitch McGary,OKC,24,20,17,3,3.6,82.6,17.4,84.6,30.8,0,11.5,15.4,11.5,53.8,54.5,45.5,0,0,54.5,45.5
2015-2016,Mo Williams,CLE,33,41,27,14,18.2,66.2,33.8,56.8,40.8,32,13,11.2,15.4,16,24,76,83.3,16.7,40.2,59.8
2015-2016,Monta Ellis,IND,30,81,44,37,33.8,72.4,27.6,62.3,27.1,23.3,15.7,14.5,17.6,35.1,22.1,77.9,72.4,27.6,32.1,67.9
2015-2016,Montrezl Harrell,HOU,22,39,17,22,9.7,98.9,1.1,82.9,2.9,0,18.6,17.1,16.4,80,63.8,36.2,0,0,63.8,36.2
2015-2016,Myles Turner,IND,20,60,32,28,22.8,97.4,2.6,84.3,38.1,1.5,7.4,14.2,13.7,46.2,79.7,20.3,100,0,79.9,20.1
2015-2016,Nate Robinson,NOP,32,2,0,2,11.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Nazr Mohammed,OKC,38,5,5,0,3.9,100,0,75,25,0,0,25,25,50,33.3,66.7,0,0,33.3,66.7
2015-2016,Nemanja Bjelica,MIN,28,60,20,40,17.9,46.8,53.2,40.3,2.6,46.8,8.1,13,9.7,37.7,67.7,32.3,89.6,10.4,77.3,22.7
2015-2016,Nene,WAS,33,57,28,29,19.2,99.2,0.8,79.6,19,0,8.2,20.4,17.5,60.6,64.1,35.9,0,0,64.1,35.9
2015-2016,Nerlens Noel,PHI,22,67,10,57,29.3,99.7,0.3,81.7,7.5,0.4,12.2,17.9,15.4,74.2,66.9,33.1,100,0,67,33
2015-2016,Nick Collison,OKC,35,59,39,20,11.9,98.2,1.8,81.3,13,0,3.3,18.7,18.7,68.3,66,34,0,0,66,34
2015-2016,Nick Young,LAL,31,54,13,41,19.1,36.3,63.7,25,19.9,58.9,12,16.1,14.3,5.1,49,51,80.5,19.5,68.3,31.7
2015-2016,Nicolas Batum,CHA,27,70,41,29,35,54.3,45.7,44.6,20.7,39.9,11.5,15.6,17.1,23.9,42.9,57.1,78.4,21.6,56.2,43.8
2015-2016,Nik Stauskas,PHI,22,73,8,65,24.8,40.4,59.6,33.7,5.8,51.5,16,14.7,16.7,27.9,55.8,44.2,91.5,8.5,73.8,26.2
2015-2016,Nikola Jokic,DEN,21,80,31,49,21.7,86,14,70.1,8.3,10.6,4.8,19.3,12.6,61.8,59.9,40.1,92.9,7.1,62.9,37.1
2015-2016,Nikola Mirotic,CHI,25,66,37,29,24.9,43.2,56.8,29.1,6.7,52.1,8.9,18.8,12.7,22.4,69,31,95.6,4.4,83.5,16.5
2015-2016,Nikola Pekovic,MIN,30,12,2,10,13,100,0,70.4,3.7,0,0,29.6,7.4,66.7,84.2,15.8,0,0,84.2,15.8
2015-2016,Nikola Vucevic,ORL,25,65,28,37,31.3,99.1,0.9,89.9,38.3,0.5,3.2,9.6,12,51.7,61,39,50,50,61,39
2015-2016,Noah Vonleh,POR,20,78,41,37,15,83.5,16.5,74.9,14.8,11.7,6.4,13.4,12,60.1,52.8,47.2,100,0,57.3,42.7
2015-2016,Norman Powell,TOR,23,49,32,17,14.8,61.1,38.9,44.7,13.9,39.6,23.8,15.8,19.8,30.8,34.4,65.6,94.4,5.6,56.7,43.3
2015-2016,Norris Cole,NOP,27,45,20,25,26.6,78.9,21.1,68.3,35.6,20.8,15.9,10.9,15.7,32.7,25.8,74.2,87.9,12.1,36.2,63.8
2015-2016,O.J. Mayo,MIL,28,41,17,24,26.6,49.5,50.5,41.7,21.8,48.6,17.1,9.7,18.7,19.9,52.2,47.8,96.2,3.8,71.4,28.6
2015-2016,Omer Asik,NOP,29,68,29,39,17.3,100,0,77.3,0,0,3,22.7,7.4,77.3,71.2,28.8,0,0,71.2,28.8
2015-2016,Omri Casspi,SAC,28,69,27,42,27.3,55.9,44.1,46,0.7,41.3,19.8,12.7,22.1,45.3,65.8,34.2,85.7,14.3,73.2,26.8
2015-2016,Orlando Johnson,NOP,27,7,1,6,14.5,70.6,29.4,53.8,7.7,23.1,11.5,23.1,30.8,46.2,57.1,42.9,100,0,66.7,33.3
2015-2016,Otto Porter Jr.,WAS,23,75,36,39,30.3,62.8,37.2,55.3,23.2,33.8,23.1,10.9,19.6,32.1,68,32,96.9,3.1,76.4,23.6
2015-2016,PJ Hairston,MEM,23,66,31,35,19.9,40.9,59.1,36.6,7.3,51.2,19.5,12.2,15.4,29.3,61.3,38.7,97.1,2.9,78.6,21.4
2015-2016,PJ Tucker,PHX,31,82,23,59,31,64.6,35.4,52.5,6.1,31.3,12.9,16.3,17.9,46.3,35.7,64.3,97.1,2.9,53.1,46.9
2015-2016,Pablo Prigioni,LAC,39,59,37,22,13.9,35.4,64.6,37.2,4.1,57.9,15.9,4.8,25.5,33.1,14.8,85.2,57.1,42.9,36.4,63.6
2015-2016,Pat Connaughton,POR,23,34,17,17,4.2,57.1,42.9,44.4,5.6,41.7,8.3,13.9,8.3,38.9,50,50,80,20,61.5,38.5
2015-2016,Patrick Beverley,HOU,27,71,35,36,28.7,47.8,52.2,38.3,7.4,53.1,16.9,8.6,17.4,30.9,35.1,64.9,83.9,16.1,58.5,41.5
2015-2016,Patrick Patterson,TOR,27,79,54,25,25.6,40.6,59.4,36.1,7.4,58.6,3.9,5.3,15.5,28.7,50,50,99.1,0.9,75.5,24.5
2015-2016,Patty Mills,SAS,27,81,66,15,20.5,47.7,52.3,39.7,21.4,53.5,11.9,6.8,14.2,18.3,43.8,56.2,84.6,15.4,63.1,36.9
2015-2016,Pau Gasol,CHI,35,72,36,36,31.8,93.1,6.9,74.6,37.1,6.1,3.2,19.3,8.6,37.6,66.8,33.2,95.8,4.2,68.3,31.7
2015-2016,Paul George,IND,26,81,44,37,34.8,60.9,39.1,42.2,18.9,33.6,14,24.2,20.1,23.3,31.9,68.1,71,29,45.5,54.5
2015-2016,Paul Millsap,ATL,31,81,48,33,32.7,78.2,21.8,61.7,11.7,16,9.4,22.3,18.6,50,64.4,35.6,97.3,2.7,69.3,30.7
2015-2016,Paul Pierce,LAC,38,68,44,24,18.1,39,61,33.1,19.2,54,12.7,12.9,15.1,13.9,49.3,50.7,96,4,73.6,26.4
2015-2016,Phil Pressey,POR,25,23,3,20,12.3,76.9,23.1,67.5,7.8,15.6,31.2,16.9,22.1,59.7,11.5,88.5,50,50,16.7,83.3
2015-2016,Quincy Acy,SAC,25,59,21,38,14.8,77.1,22.9,65.1,12.4,18.6,15.3,16.3,19.2,52.8,71,29,94.7,5.3,74.8,25.2
2015-2016,RJ Hunter,BOS,22,36,21,15,8.7,35.7,64.3,35.1,16.5,58.8,6.2,6.2,20.6,18.6,64.7,35.3,84.2,15.8,75,25
2015-2016,Rajon Rondo,SAC,30,72,29,43,35.2,78.3,21.7,68.2,14.4,21.7,12,10.1,14.4,53.8,19.1,80.9,71,29,28.2,71.8
2015-2016,Rakeem Christmas,IND,24,1,1,0,6.1,100,0,100,0,0,0,0,0,100,100,0,0,0,100,0
2015-2016,Ramon Sessions,WAS,30,82,41,41,20.3,81.3,18.8,60.2,10.1,13.3,26.5,26.4,16.4,50.1,42.6,57.4,88.9,11.1,48.6,51.4
2015-2016,Randy Foye,OKC,32,81,37,44,20.3,48.1,51.9,39.7,13.5,47.5,7.2,12.9,17.7,26.2,25.5,74.5,69.3,30.7,45,55
2015-2016,Rashad Vaughn,MIL,19,70,30,40,14.3,44.7,55.3,35,15.7,59.4,18,5.5,22.6,19.4,78.9,21.1,100,0,90.1,9.9
2015-2016,Rasual Butler,SAS,37,46,41,5,9.4,52.9,47.1,54.8,24.2,36.3,20.2,8.9,20.2,30.6,67.6,32.4,100,0,77.6,22.4
2015-2016,Raul Neto,UTA,24,81,40,41,18.5,61.2,38.8,48.7,13.9,40.3,13,10.9,17,34.9,23.3,76.7,79.7,20.3,43.3,56.7
2015-2016,Ray McCallum,SAS,25,41,30,11,11.6,71.2,28.8,58.4,23.4,32.8,18.2,8.8,17.5,35,45,55,93.3,6.7,58.2,41.8
2015-2016,Raymond Felton,DAL,32,80,40,40,27.4,68.8,31.2,56.9,16,23.6,11,19.5,16.4,40.9,20.7,79.3,75,25,32.5,67.5
2015-2016,Reggie Bullock,DET,25,37,22,15,11.6,45.9,54.1,34.4,9.8,54.1,13.9,11.5,11.5,24.6,61.9,38.1,100,0,81.4,18.6
2015-2016,Reggie Jackson,DET,26,79,43,36,30.7,73.2,26.8,56.7,13.6,23.8,8.9,19.5,12.6,43.1,6.4,93.6,41.5,58.5,14.1,85.9
2015-2016,Richard Jefferson,CLE,36,74,51,23,17.9,44.6,55.4,37.6,6.8,48.3,15.1,14.1,13.7,30.7,71.4,28.6,95.5,4.5,82.5,17.5
2015-2016,Richaun Holmes,PHI,22,51,7,44,13.8,80.2,19.8,73.9,4.2,8.4,10.1,17.8,13.6,69.7,71.7,28.3,100,0,73.7,26.3
2015-2016,Ricky Rubio,MIN,25,76,28,48,30.6,67.6,32.4,41,22.2,24.3,16.6,34.7,16.3,18.8,26.8,73.2,90.3,9.7,44.7,55.3
2015-2016,Robert Covington,PHI,25,67,10,57,28.4,32.3,67.7,24.2,2.8,59.4,16,16.3,22.4,21.4,55.8,44.2,94.7,5.3,79.9,20.1
2015-2016,Robert Sacre,LAL,27,25,2,23,12.8,100,0,71.3,25.3,0,6.9,28.7,10.3,46,71,29,0,0,71,29
2015-2016,Robin Lopez,NYK,28,82,32,50,27.1,99.8,0.2,84.8,7.6,0,2.9,15.2,8.7,77.2,52.4,47.6,0,0,52.4,47.6
2015-2016,Rodney Hood,UTA,23,79,39,40,32.2,53.8,46.2,43,13.8,42,7.5,15,15.4,29.2,20.6,79.4,75.2,24.8,42.2,57.8
2015-2016,Rodney Stuckey,IND,30,58,33,25,22,81.3,18.7,63.1,24.8,11.6,24.2,25.3,18.6,38.3,40.5,59.5,85,15,45.4,54.6
2015-2016,Rondae Hollis-Jefferson,BKN,21,29,7,22,21.2,89.9,10.1,70.7,22.8,7.2,25.1,22.2,26.3,47.9,57.6,42.4,75,25,58.7,41.3
2015-2016,Ronnie Price,PHX,33,62,20,42,19.5,35.1,64.9,29,7.9,61.6,17.5,9.4,22.1,21.1,8.3,91.7,86.8,13.2,54.3,45.7
2015-2016,Roy Hibbert,LAL,29,81,17,64,23.2,99.5,0.5,75.7,26.2,0,2.1,24.3,6,49.5,61,39,0,0,61,39
2015-2016,Rudy Gay,SAC,29,70,29,41,34,78.6,21.4,65.1,17.6,18.4,17.8,16.4,16.7,47.5,52.8,47.2,82.4,17.6,57.5,42.5
2015-2016,Rudy Gobert,UTA,24,61,33,28,31.7,100,0,71.1,0.7,0,5.7,28.9,12.9,70.4,62.6,37.4,0,0,62.6,37.4
2015-2016,Russ Smith,MEM,25,15,6,9,4.4,77.3,22.7,52.2,8.7,13,17.4,34.8,17.4,43.5,16.7,83.3,100,0,28.6,71.4
2015-2016,Russell Westbrook,OKC,27,80,55,25,34.4,76.4,23.6,59.1,15.3,16.1,26.5,24.8,15,43.8,17.7,82.3,42.6,57.4,21.5,78.5
2015-2016,Ryan Anderson,NOP,28,66,24,42,30.4,61.5,38.5,47.3,21.9,35,6.5,17.7,13.3,25.4,44.4,55.6,93.1,6.9,60.5,39.5
2015-2016,Ryan Hollins,MEM,31,37,18,19,12.4,100,0,79,3.2,0,6.5,21,9.7,75.8,71.4,28.6,0,0,71.4,28.6
2015-2016,Ryan Kelly,LAL,25,36,3,33,13.1,75.2,24.8,65.8,27.6,9.9,17.1,24.3,20.4,38.2,72,28,100,0,74.5,25.5
2015-2016,Salah Mejri,DAL,30,34,16,18,11.7,98.7,1.3,78.4,0,0,7.2,21.6,11.2,78.4,75.5,24.5,0,0,75.5,24.5
2015-2016,Sam Dekker,HOU,22,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Sasha Kaun,CLE,31,25,18,7,3.8,100,0,78.3,0,0,8.7,21.7,26.1,78.3,66.7,33.3,0,0,66.7,33.3
2015-2016,Sasha Vujacic,NYK,32,61,22,39,14.9,48.4,51.6,36.5,25,52.7,10.5,10.8,14.5,11.5,70.4,29.6,94.2,5.8,82.1,17.9
2015-2016,Sean Kilpatrick,BKN,26,31,7,24,19.9,57.8,42.2,48.7,12.2,33.9,22,17.4,17.4,36.5,57.1,42.9,87.2,12.8,66.7,33.3
2015-2016,Serge Ibaka,OKC,26,78,54,24,32.1,78.8,21.2,72.4,33.8,18.3,11.1,9.3,13.6,38.7,83.7,16.3,98.3,1.7,85.8,14.2
2015-2016,Sergey Karasev,BKN,22,40,9,31,10,50,50,39.2,16.5,34,8.2,26.8,9.3,22.7,63.2,36.8,100,0,76.7,23.3
2015-2016,Seth Curry,SAC,25,44,17,27,15.7,50.4,49.6,34.8,15.4,50.2,16.1,15.1,12.7,19.4,42.3,57.7,78,22,59.8,40.2
2015-2016,Shabazz Muhammad,MIN,23,82,29,53,20.5,77.7,22.3,63.3,10.4,15.3,19.9,21.4,17.7,52.8,61.5,38.5,100,0,66.9,33.1
2015-2016,Shabazz Napier,ORL,24,55,23,32,10.9,48.3,51.7,33.5,18.7,50.2,3.4,16.3,15.3,14.8,20.6,79.4,64.7,35.3,42.6,57.4
2015-2016,Shane Larkin,BKN,23,78,20,58,22.4,78.5,21.5,64.7,18,20.7,16.4,14.7,18,46.6,33.9,66.1,59,41,38.3,61.7
2015-2016,Shaun Livingston,GSW,30,78,69,9,19.5,96.8,3.2,82.4,34,1.2,16,16.4,10.5,48.4,47.3,52.7,100,0,47.8,52.2
2015-2016,Shayne Whittington,IND,25,7,4,3,5.8,81.8,18.2,90.9,0,0,0,9.1,9.1,90.9,40,60,0,0,40,60
2015-2016,Shelvin Mack,UTA,26,52,27,25,20.3,69.9,30.1,63.8,12.5,26.1,14.3,10,16.1,51.3,29.4,70.6,66.7,33.3,37.4,62.6
2015-2016,Solomon Hill,IND,25,59,31,28,14.7,64.4,35.6,56.1,7.3,29.3,11,14.6,22,48.8,49.3,50.7,100,0,62.4,37.6
2015-2016,Sonny Weems,PHX,29,43,6,37,11.6,62.7,37.3,50.5,20.6,42.1,9.3,7.5,10.3,29.9,63,37,100,0,76.2,23.8
2015-2016,Spencer Dinwiddie,CHI,23,12,5,7,13.3,81.5,18.5,62.1,17.2,5.2,8.6,32.8,5.2,44.8,11.1,88.9,0,100,10.5,89.5
2015-2016,Spencer Hawes,CHA,28,57,30,27,18.2,66.7,33.3,50.6,11.8,33.5,2.9,15.9,9.7,38.8,61.6,38.4,100,0,73.4,26.6
2015-2016,Stanley Johnson,DET,20,73,37,36,23.1,65.8,34.2,54.6,13.2,31.9,20.1,13.5,15,41.5,34.6,65.4,88.9,11.1,49.8,50.2
2015-2016,Stephen Curry,GSW,28,79,71,8,34.2,44.6,55.4,33.9,7.2,50.8,21.1,15.3,15.8,26.8,37.2,62.8,56,44,46.6,53.4
2015-2016,Steve Blake,DET,36,58,34,24,17,37.1,62.9,32.3,15.7,61.4,5.5,6.3,15.7,16.5,19.5,80.5,71.2,28.8,48.4,51.6
2015-2016,Steve Novak,MIL,33,10,8,2,4.4,16.7,83.3,8.3,8.3,87.5,0,4.2,0,0,0,100,100,0,87.5,12.5
2015-2016,Steven Adams,OKC,22,80,54,26,25.2,100,0,82.1,1.9,0,6.6,17.9,11.6,80.2,76.2,23.8,0,0,76.2,23.8
2015-2016,T.J. McConnell,PHI,24,81,10,71,19.8,80.8,19.2,75.9,31.2,18.9,9.7,5.3,20.3,44.6,19.8,80.2,61.3,38.7,25.7,74.3
2015-2016,T.J. Warren,PHX,22,47,14,33,22.8,84.1,15.9,75,26.4,16.3,18.6,8.7,21.4,48.5,65.3,34.7,92.9,7.1,68.8,31.2
2015-2016,Taj Gibson,CHI,31,73,37,36,26.5,99.4,0.6,83.9,15.6,0,5.1,16.1,13.2,68.3,64.3,35.7,0,0,64.3,35.7
2015-2016,Tarik Black,LAL,24,39,6,33,12.7,100,0,85.7,1.5,0,4.5,14.3,11.3,84.2,73.7,26.3,0,0,73.7,26.3
2015-2016,Tayshaun Prince,MIN,36,77,27,50,19,90,10,88.7,57,5.4,8.6,5.9,18.6,31.7,74.5,25.5,100,0,75.5,24.5
2015-2016,Terrence Jones,HOU,24,50,24,26,20.9,78.5,21.5,65,4.6,17.3,16.1,17.7,21.9,60.4,71.6,28.4,92,8,74.7,25.3
2015-2016,Terrence Ross,TOR,25,73,53,20,23.9,45.8,54.2,38.6,18.6,54.6,13.1,6.8,18.1,20,54,46,95.4,4.6,74.1,25.9
2015-2016,Terry Rozier,BOS,22,39,24,15,8,74.5,25.5,63.9,22.2,25,8.3,11.1,13.9,41.7,26.1,73.9,100,0,41.4,58.6
2015-2016,Thabo Sefolosha,ATL,32,75,42,33,23.4,66.8,33.2,60.8,12.1,26.3,22.1,12.9,31.5,48.8,70.5,29.5,95.2,4.8,76.1,23.9
2015-2016,Thaddeus Young,BKN,28,73,21,52,33,96.9,3.1,88.6,13.6,1.9,12.6,9.5,16.4,75,55.9,44.1,71.4,28.6,56.2,43.8
2015-2016,Thanasis Antetokounmpo,NYK,23,2,1,1,3.1,75,25,100,0,0,33.3,0,0,100,33.3,66.7,0,0,33.3,66.7
2015-2016,Thomas Robinson,BKN,25,71,16,55,12.9,99.7,0.3,84.7,5.2,0,11.7,15.3,18.2,79.5,53.1,46.9,0,0,53.1,46.9
2015-2016,Tiago Splitter,ATL,31,36,21,15,16.1,98.7,1.3,80.6,2,0,4.5,19.4,17.9,78.6,75.3,24.7,0,0,75.3,24.7
2015-2016,Tibor Pleiss,UTA,26,12,7,5,6.8,92,8,91.7,33.3,0,0,8.3,8.3,58.3,90.9,9.1,0,0,90.9,9.1
2015-2016,Tim Duncan,SAS,40,61,50,11,25.2,99.5,0.5,82.4,13.4,0,3.3,17.6,12.6,69,68.4,31.6,0,0,68.4,31.6
2015-2016,Tim Frazier,NOP,25,51,25,26,14.5,79,21,61.3,22.2,18.4,12.6,20.3,16.9,39.1,28.8,71.3,56.3,43.8,33.3,66.7
2015-2016,Tim Hardaway Jr.,ATL,24,51,29,22,16.9,46,54,40.5,11.7,44.2,26.4,15.3,18.1,28.8,69.7,30.3,93.8,6.3,79.8,20.2
2015-2016,Timofey Mozgov,CLE,29,76,52,24,17.4,98.1,1.9,85.1,13.1,0.6,6.9,14.3,11.6,72,85.1,14.9,100,0,85.2,14.8
2015-2016,Tobias Harris,DET,23,76,37,39,33.1,73.1,26.9,60.4,10.8,21.5,14.7,18.1,16.5,49.6,56.1,43.9,93.8,6.3,63.3,36.7
2015-2016,Toney Douglas,NOP,30,61,22,39,20.7,54.4,45.6,38.4,12.8,45.8,18.8,15.8,20.9,25.6,39.2,60.8,67.9,32.1,51.9,48.1
2015-2016,Tony Allen,MEM,34,64,34,30,25.3,91,9,74.8,9.7,8.4,27.3,16.8,27.3,65,58,42,93.3,6.7,60.5,39.5
2015-2016,Tony Parker,SAS,34,72,59,13,27.5,90.8,9.2,75.4,27.8,9.5,13,15.2,14,47.6,27.9,72.1,81.5,18.5,32,68
2015-2016,Tony Snell,CHI,24,64,33,31,20.3,54.3,45.7,41.4,13,49.7,14.8,8.9,15.4,28.4,45.7,54.3,94.6,5.4,67.5,32.5
2015-2016,Tony Wroten,NYK,23,8,0,8,18,73.8,26.2,56.7,3,13.4,23.9,29.9,19.4,53.7,15.8,84.2,100,0,27.3,72.7
2015-2016,Trevor Ariza,HOU,31,81,40,41,35.3,41.9,58.1,33.6,5.1,54.1,22.2,12.3,22.8,28.5,59.9,40.1,91.4,8.6,76.2,23.8
2015-2016,Trevor Booker,UTA,28,79,39,40,20.7,89.4,10.6,76.9,3.9,7.8,13,15.3,15.6,73,59.6,40.4,100,0,62.1,37.9
2015-2016,Trey Burke,UTA,23,64,31,33,21.3,59.6,40.4,51.3,24.4,38.9,9.9,9.9,16.5,26.8,14.4,85.6,90.9,9.1,40.1,59.9
2015-2016,Trey Lyles,UTA,20,80,38,42,17.3,70.6,29.4,58.2,18.9,30.1,6.8,11.7,17,39.3,58.5,41.5,95.9,4.1,68.1,31.9
2015-2016,Tristan Thompson,CLE,25,82,57,25,27.7,100,0,76.8,1.6,0,6.5,23.2,14.2,75.3,70,30,0,0,70,30
2015-2016,Troy Daniels,CHA,24,43,25,18,11.1,34.8,65.2,24.8,18.2,73.1,5,2.1,18.6,6.6,80,20,96.6,3.4,91,9
2015-2016,Ty Lawson,IND,28,66,31,35,21.4,69.5,30.5,55.2,18.8,29,16.1,15.8,20.1,36.5,21.4,78.6,80.6,19.4,36.7,63.3
2015-2016,Tyler Ennis,MIL,21,46,17,29,14.2,79.1,20.9,68.9,13.6,18.9,10.7,12.1,18,55.3,33.8,66.2,100,0,44,56
2015-2016,Tyler Hansbrough,CHA,30,44,28,16,7.8,95.8,4.2,57.7,0,5.8,5.8,36.5,12.5,57.7,56.7,43.3,100,0,59.4,40.6
2015-2016,Tyler Johnson,MIA,24,36,19,17,24,70.8,29.2,58,17.8,25.8,8.3,16.2,17.5,40.1,46.2,53.8,96.3,3.7,57.6,42.4
2015-2016,Tyler Zeller,BOS,26,60,38,22,11.8,100,0,75.8,17.6,0,11.5,24.2,11.3,58.2,78.3,21.7,0,0,78.3,21.7
2015-2016,Tyreke Evans,NOP,26,25,11,14,30.6,72.9,27.1,54.4,8.4,26.1,15.3,19.5,17.4,45.9,20.4,79.6,54.5,45.5,28.7,71.3
2015-2016,Tyson Chandler,PHX,33,66,18,48,24.5,99.7,0.3,77.5,1.7,0,8.1,22.5,13.6,75.8,66.7,33.3,0,0,66.7,33.3
2015-2016,Tyus Jones,MIN,20,37,13,24,15.5,66,34,51.3,7.7,30.8,16,17.9,18.6,43.6,27.5,72.5,62.5,37.5,37.5,62.5
2015-2016,Udonis Haslem,MIA,36,37,25,12,7,85.2,14.8,74.6,27.1,5.1,0,20.3,15.3,47.5,90.9,9.1,100,0,91.3,8.7
2015-2016,Victor Oladipo,ORL,24,72,32,40,33,70.9,29.1,56.7,20.5,25.5,17.3,17.8,21.2,36.3,38.8,61.2,80.6,19.4,48.5,51.5
2015-2016,Vince Carter,MEM,39,60,33,27,16.8,50.7,49.3,37.5,11.6,44.8,9.4,17.7,20.8,25.8,50,50,88.1,11.9,66.9,33.1
2015-2016,Wayne Ellington,BKN,28,76,18,58,21.2,52.2,47.8,41.6,23.2,49.1,15.7,9.2,20.1,18.4,57.4,42.6,86.5,13.5,70.2,29.8
2015-2016,Wesley Johnson,LAC,28,80,51,29,20.8,40,60,38.3,16.4,56.3,19.7,5.5,17.5,21.9,86.7,13.3,99,1,92.8,7.2
2015-2016,Wesley Matthews,DAL,29,78,40,38,33.9,38.5,61.5,29.1,12.7,58,9.7,12.9,15.4,16.4,41.5,58.5,88.4,11.6,68.3,31.7
2015-2016,Will Barton,DEN,25,82,33,49,28.7,66.9,33.1,53.1,10,28.5,22.6,18.3,20,43.1,38.3,61.7,79.5,20.5,49.2,50.8
2015-2016,Willie Cauley-Stein,SAC,22,66,26,40,21.4,99.4,0.6,82.5,5.2,0,21,17.5,11.4,77.3,75.9,24.1,0,0,75.9,24.1
2015-2016,Willie Reed,BKN,26,39,8,31,10.9,100,0,83.5,3.3,0,3.8,16.5,13.7,80.2,68.4,31.6,0,0,68.4,31.6
2015-2016,Xavier Munford,MEM,24,14,3,11,17.4,70.1,29.9,57.5,20,33.8,13.8,8.8,17.5,37.5,30.4,69.6,77.8,22.2,43.8,56.3
2015-2016,Zach LaVine,MIN,21,82,29,53,28,67,33,53.9,17,32.1,23.7,14,18.3,36.9,41.6,58.4,74,26,50.8,49.2
2015-2016,Zach Randolph,MEM,34,68,37,31,29.7,97.1,2.9,81.7,26.3,1.7,3.5,16.5,15.4,55.4,47.8,52.2,83.3,16.7,48.3,51.7
2015-2016,Zaza Pachulia,DAL,32,76,40,36,26.4,99.4,0.6,67.4,9.5,0,6,32.6,12.6,57.8,68,32,0,0,68,32
2014-2015,AJ Price,CLE,28,26,11,15,12.4,58.4,41.6,54.1,31.6,33.8,3.8,12,21.1,22.6,11.1,88.9,66.7,33.3,27.5,72.5
2014-2015,Aaron Brooks,CHI,30,82,50,32,23,61.7,38.3,46.8,10.5,38.1,9.5,15.2,7.1,36.3,12.6,87.4,61.2,38.8,29.7,70.3
2014-2015,Aaron Gordon,ORL,19,47,14,33,17,76.9,23.1,65.8,4.1,16,21,18.1,25.1,61.7,48.8,51.3,92.3,7.7,54.8,45.2
2014-2015,Adreian Payne,MIN,24,32,7,25,23.1,95.9,4.1,84.5,31,1.4,2.8,14.1,13.6,53.5,63.3,36.7,100,0,63.7,36.3
2014-2015,Al Horford,ATL,29,76,56,20,30.5,96.3,3.7,87.9,35.6,2.9,8.2,9.3,12.4,52.2,78.9,21.1,90.9,9.1,79.2,20.8
2014-2015,Al Jefferson,CHA,30,65,25,40,30.6,99.5,0.5,89.5,26.2,0.6,2.3,10,12.1,63.2,59.7,40.3,50,50,59.7,40.3
2014-2015,Al-Farouq Aminu,DAL,24,74,45,29,18.5,65.3,34.7,54.9,3.9,24.8,20.9,20.4,26.5,51,67.3,32.7,100,0,74.8,25.2
2014-2015,Alan Anderson,BKN,32,74,35,39,23.6,52.3,47.7,44.8,11,40.2,8.3,15,13.6,33.8,54.1,45.9,82.2,17.8,64.6,35.4
2014-2015,Alec Burks,UTA,23,27,9,18,33.3,77.3,22.7,50.8,18.2,20.9,20.1,28.3,13.9,32.6,31.6,68.4,76.9,23.1,41.3,58.7
2014-2015,Alex Kirk,CLE,23,5,2,3,2.8,100,0,50,0,0,0,50,0,50,0,100,0,0,0,100
2014-2015,Alex Len,PHX,22,69,35,34,22,99.2,0.8,82.4,13.4,0.7,6,16.9,13.7,69,66.3,33.7,100,0,66.5,33.5
2014-2015,Alexey Shved,NYK,26,42,10,32,18.3,58.5,41.5,39.6,6,32.5,19.6,27.9,13.8,33.6,30.2,69.8,68.1,31.9,43.6,56.4
2014-2015,Alexis Ajinca,NOP,27,68,41,27,14.1,100,0,81.7,22.1,0,2,18.3,8.8,59.6,61.3,38.7,0,0,61.3,38.7
2014-2015,Allen Crabbe,POR,23,51,36,15,13.4,44.4,55.6,39.3,6,53.6,20.2,7.1,24.4,33.3,84.8,15.2,100,0,92.1,7.9
2014-2015,Alonzo Gee,POR,28,54,21,33,12.2,81.2,18.8,61.4,3.3,16.2,33.2,22.4,28.6,58.1,47.3,52.7,100,0,55.2,44.8
2014-2015,Amar'e Stoudemire,DAL,32,59,19,40,21.1,99.2,0.8,80.3,10.9,0,2.9,19.7,14.6,69.4,46.9,53.1,0,0,46.9,53.1
2014-2015,Amir Johnson,TOR,28,75,44,31,26.4,91.1,8.9,80.4,4,8.2,8.9,11.4,11.7,76.4,68.5,31.5,100,0,70.5,29.5
2014-2015,Anderson Varejao,CLE,32,26,16,10,24.4,99,1,87.1,20.4,0,9.4,12.9,12.2,66.7,88.3,11.7,0,0,88.3,11.7
